task,step,best_method,best_loss,best_ppl,silu_adamw_loss,silu_adamw_ppl,delta_loss_vs_silu_adamw,delta_ppl_vs_silu_adamw
Code,525,RLB MatrixPolicy,0.1244143396615982,1.132485007256256,0.13117775321006775,1.1401704322548865,-0.0067634135484695435,-0.007685424998630452
Code,550,RLB+AdamW,0.12149076163768768,1.1291789341128624,0.12633131444454193,1.134658034611097,-0.004840552806854248,-0.005479100498234635
Code,575,RLB+AdamW,0.11900048702955246,1.1263704668639236,0.12278937548398972,1.1306462540464384,-0.003788888454437256,-0.004275787182514756
Code,600,RLB+AdamW,0.11511269211769104,1.1219998709892907,0.11990709602832794,1.1273921075094615,-0.004794403910636902,-0.0053922365201708455
Code,625,RLB+AdamW,0.11308477818965912,1.119726857340648,0.11594194918870926,1.1229306832039547,-0.0028571709990501404,-0.0032038258633066974
Code,650,RLB+AdamW,0.11143837869167328,1.1178848563556718,0.11196694523096085,1.118475889071816,-0.0005285665392875671,-0.0005910327161442464
Code,675,RLB+AdamW,0.10900426656007767,1.1151671082587618,0.1101023480296135,1.1163923251666559,-0.0010980814695358276,-0.0012252169078941222
Code,700,RLB+AdamW,0.10541746020317078,1.1111743846296842,0.10740417242050171,1.1133841627249454,-0.0019867122173309326,-0.002209778095261239
Code,725,RLB+AdamW,0.10273802280426025,1.108201047640854,0.10569731891155243,1.1114853999759002,-0.0029592961072921753,-0.0032843523350463144
Code,750,RLB+AdamW,0.1017027199268341,1.1070543176163388,0.10346431285142899,1.1090062153892848,-0.0017615929245948792,-0.0019518977729460207
Code,775,RLB+AdamW,0.10124732553958893,1.1065502860690002,0.10133641958236694,1.1066488774994125,-8.909404277801514e-05,-9.859143041235363e-05
Code,800,SiLU/SwiGLU+AdamW,0.0986056923866272,1.1036310436293002,0.0986056923866272,1.1036310436293002,0.0,0.0
Code,825,SiLU/SwiGLU+AdamW,0.09679055213928223,1.101629615489688,0.09679055213928223,1.101629615489688,0.0,0.0
Code,850,SiLU/SwiGLU+AdamW,0.09525131434202194,1.0999352498972579,0.09525131434202194,1.0999352498972579,0.0,0.0
Code,875,SiLU/SwiGLU+AdamW,0.09479452669620514,1.0994329277999049,0.09479452669620514,1.0994329277999049,0.0,0.0
Code,900,SiLU/SwiGLU+AdamW,0.09364210069179535,1.0981666424940062,0.09364210069179535,1.0981666424940062,0.0,0.0
Code,925,SiLU/SwiGLU+AdamW,0.0927356481552124,1.0971716575767558,0.0927356481552124,1.0971716575767558,0.0,0.0
Code,950,SiLU/SwiGLU+AdamW,0.09257782250642776,1.0969985094120407,0.09257782250642776,1.0969985094120407,0.0,0.0
Code,975,SiLU/SwiGLU+AdamW,0.09210602939128876,1.096481075138544,0.09210602939128876,1.096481075138544,0.0,0.0
Code,1000,SiLU/SwiGLU+AdamW,0.09131067246198654,1.0956093280385872,0.09131067246198654,1.0956093280385872,0.0,0.0
Code,1025,SiLU/SwiGLU+AdamW,0.09114807099103928,1.0954311948330178,0.09114807099103928,1.0954311948330178,0.0,0.0
Code,1050,SiLU/SwiGLU+AdamW,0.09103145450353622,1.095303456943092,0.09103145450353622,1.095303456943092,0.0,0.0
Code,1075,SiLU/SwiGLU+AdamW,0.09003546833992004,1.094213092938882,0.09003546833992004,1.094213092938882,0.0,0.0
Code,1100,SiLU/SwiGLU+AdamW,0.08973079919815063,1.0938797707540138,0.08973079919815063,1.0938797707540138,0.0,0.0
Code,1125,SiLU/SwiGLU+AdamW,0.08960556983947754,1.0937427934688246,0.08960556983947754,1.0937427934688246,0.0,0.0
Code,1150,SiLU/SwiGLU+AdamW,0.08933106064796448,1.093442592224752,0.08933106064796448,1.093442592224752,0.0,0.0
Code,1175,SiLU/SwiGLU+AdamW,0.08909574151039124,1.0931853145293335,0.08909574151039124,1.0931853145293335,0.0,0.0
Code,1200,SiLU/SwiGLU+AdamW,0.08901961147785187,1.0931020934636184,0.08901961147785187,1.0931020934636184,0.0,0.0
Code,1225,SiLU/SwiGLU+AdamW,0.08880418539047241,1.092866636119255,0.08880418539047241,1.092866636119255,0.0,0.0
Code,1250,SiLU/SwiGLU+AdamW,0.08866221457719803,1.092711491967356,0.08866221457719803,1.092711491967356,0.0,0.0
Symbolic,25,RLB MatrixPolicy,4.700199604034424,109.96912054170917,8.185378074645996,3588.099932456332,-3.4851784706115723,-3478.130811914623
Symbolic,50,RLB MatrixPolicy,1.7182031869888306,5.57450312040162,3.625572681427002,37.54621902616217,-1.9073694944381714,-31.97171590576055
Symbolic,75,RLB MatrixPolicy group-stat,0.7139924764633179,2.04212815324516,1.131607174873352,3.100635761668471,-0.4176146984100342,-1.058507608423311
Symbolic,100,RLB MatrixPolicy,0.32836174964904785,1.3886912400050577,0.46537503600120544,1.592611363496353,-0.1370132863521576,-0.2039201234912953
Symbolic,125,RLB MatrixPolicy group-stat,0.2823428213596344,1.326233303166112,0.2983545660972595,1.3476395304677171,-0.016011744737625122,-0.02140622730160513
Symbolic,150,RLB MatrixPolicy,0.19128119945526123,1.2107998804817377,0.2631254196166992,1.3009898783716893,-0.07184422016143799,-0.09018999788995163
Symbolic,175,RLB MatrixPolicy,0.06772582978010178,1.0700718864124115,0.2327398955821991,1.262053171026609,-0.16501406580209732,-0.1919812846141975
Symbolic,200,RLB MatrixPolicy group-stat,0.06164056062698364,1.0635799834918898,0.14742222428321838,1.1588431514679602,-0.08578166365623474,-0.09526316797607048
Symbolic,225,RLB+AdamW,0.054481733590364456,1.055993187033425,0.07464718818664551,1.0775039277003315,-0.02016545459628105,-0.021510740666906614
Symbolic,250,RLB MatrixPolicy,0.058394163846969604,1.0601327793818887,0.06004246324300766,1.0618816365259967,-0.0016482993960380554,-0.0017488571441079959
Symbolic,275,RLB+AdamW,0.04989243298768997,1.0511580203667923,0.05883586034178734,1.0606011397435333,-0.008943427354097366,-0.009443119376741027
Symbolic,300,RLB MatrixPolicy,0.04795055836439133,1.0491187838935534,0.05395852029323578,1.0554408218712914,-0.006007961928844452,-0.006322037977738004
Symbolic,325,RLB+AdamW,0.04592309147119522,1.0469938851010436,0.06705082952976227,1.069349831342294,-0.021127738058567047,-0.02235594624125037
Symbolic,350,RLB MatrixPolicy,0.04488939419388771,1.0459121695521862,0.04672751575708389,1.0478364512542986,-0.0018381215631961823,-0.0019242817021123404
Symbolic,375,RLB MatrixPolicy,0.0446014329791069,1.0456110307735131,0.04639888554811478,1.047492157118183,-0.0017974525690078735,-0.001881126344669859
Symbolic,400,RLB MatrixPolicy,0.04394328594207764,1.0449230913791938,0.04690863937139511,1.048026256368132,-0.0029653534293174744,-0.003103164988938145
Symbolic,425,RLB MatrixPolicy,0.043354764580726624,1.0443083127418729,0.048982203006744385,1.0502016601418478,-0.005627438426017761,-0.005893347399974935
Symbolic,450,RLB MatrixPolicy,0.04319339245557785,1.0441398040868006,0.04567538574337959,1.0467345708368563,-0.0024819932878017426,-0.002594766750055655
Symbolic,475,RLB MatrixPolicy group-stat,0.042819246649742126,1.043749216631281,0.04620054364204407,1.0472844161296988,-0.003381296992301941,-0.0035351994984178514
Symbolic,500,SiLU/SwiGLU+Muon,0.04231106862425804,1.0432189409639054,0.04961452633142471,1.0508659371439615,-0.007303457707166672,-0.007646996180056043
Symbolic,525,SiLU/SwiGLU+Muon,0.042154960334300995,1.0430560985498367,0.04443885385990143,1.0454410500711293,-0.0022838935256004333,-0.0023849515212925887
Symbolic,550,SiLU/SwiGLU+Muon,0.04137814790010452,1.042246154231057,0.04750124365091324,1.0486475052719018,-0.006123095750808716,-0.006401351040844716
Symbolic,575,SiLU/SwiGLU+Muon,0.04126525670289993,1.0421285004560865,0.04382071644067764,1.044795023525649,-0.00255545973777771,-0.0026665230695623876
Symbolic,600,SiLU/SwiGLU+Muon,0.04073741286993027,1.0415785645068771,0.04382660984992981,1.0448011809484512,-0.0030891969799995422,-0.0032226164415740666
Symbolic,625,SiLU/SwiGLU+Muon,0.04077569767832756,1.0416184419059944,0.044277094304561615,1.0452719536685842,-0.0035013966262340546,-0.0036535117625897673
Symbolic,650,SiLU/SwiGLU+Muon,0.04097010940313339,1.0418209644296137,0.04421672970056534,1.0452088581454198,-0.003246620297431946,-0.0033878937158060562
Symbolic,675,SiLU/SwiGLU+Muon,0.040668487548828125,1.0415067758439223,0.04377179965376854,1.044743916760119,-0.0031033121049404144,-0.003237140916196646
Symbolic,700,SiLU/SwiGLU+Muon,0.040536243468523026,1.0413690518450116,0.04343399405479431,1.0443910560180658,-0.002897750586271286,-0.0030220041730542047
Symbolic,725,SiLU/SwiGLU+Muon,0.04033301770687103,1.0411574403294737,0.043578408658504486,1.0445418922297527,-0.0032453909516334534,-0.0033844519002790285
Symbolic,750,SiLU/SwiGLU+Muon,0.039783842861652374,1.0405858198274993,0.04311233013868332,1.0440551671256,-0.003328487277030945,-0.0034693472981006668
Symbolic,775,SiLU/SwiGLU+Muon,0.040044814348220825,1.040857418494014,0.04330141097307205,1.0442525966122258,-0.003256596624851227,-0.0033951781182117724
Symbolic,800,SiLU/SwiGLU+Muon,0.039724137634038925,1.0405236932689337,0.04271882772445679,1.0436444097190662,-0.002994690090417862,-0.0031207164501325657
Symbolic,825,SiLU/SwiGLU+Muon,0.03955279663205147,1.0403454241695764,0.04264722019433975,1.0435696795962175,-0.0030944235622882843,-0.003224255426641065
Symbolic,850,SiLU/SwiGLU+Muon,0.03946242108941078,1.0402514066358401,0.04215313494205475,1.0430541945650598,-0.0026907138526439667,-0.002802787929219619
Symbolic,875,SiLU/SwiGLU+Muon,0.039447568356990814,1.040235956174789,0.04172486066818237,1.0426075769315208,-0.002277292311191559,-0.002371620756731918
Symbolic,900,SiLU/SwiGLU+Muon,0.03928704187273979,1.0400689841560269,0.041498612612485886,1.042371715676967,-0.0022115707397460938,-0.002302731520940071
Symbolic,925,SiLU/SwiGLU+Muon,0.03925015777349472,1.040030622855859,0.04134105145931244,1.0422074913254382,-0.0020908936858177185,-0.0021768684695793183
Symbolic,950,SiLU/SwiGLU+Muon,0.039222601801157,1.0400019641956455,0.04113286733627319,1.0419905428562286,-0.0019102655351161957,-0.001988578660583107
Symbolic,975,SiLU/SwiGLU+Muon,0.039141520857810974,1.039917643273763,0.04102879762649536,1.0418821088452883,-0.0018872767686843872,-0.001964465571525409
Symbolic,1000,SiLU/SwiGLU+Muon,0.03904116898775101,1.0398132908296212,0.04089709371328354,1.0417448979302535,-0.0018559247255325317,-0.0019316071006323376
Symbolic,1025,SiLU/SwiGLU+Muon,0.039164312183856964,1.0399413446459236,0.04087419807910919,1.041721046793212,-0.0017098858952522278,-0.0017797021472885088
Symbolic,1050,SiLU/SwiGLU+Muon,0.038987115025520325,1.0397570863203236,0.04070625826716423,1.041546115045928,-0.0017191432416439056,-0.0017890287256043802
Symbolic,1075,SiLU/SwiGLU+Muon,0.039027657359838486,1.0397992413542527,0.040226686745882034,1.0410467389438993,-0.0011990293860435486,-0.0012474975896465956
Symbolic,1100,SiLU/SwiGLU+Muon,0.0389939583837986,1.0397642017749344,0.040164314210414886,1.0409818082442188,-0.0011703558266162872,-0.0012176064692843713
Symbolic,1125,SiLU/SwiGLU+Muon,0.03893164545297623,1.0396994130387667,0.03975449502468109,1.0405552813326258,-0.0008228495717048645,-0.0008558682938590856
Symbolic,1150,SiLU/SwiGLU+Muon,0.038860857486724854,1.039625817436677,0.039419885724782944,1.0402071601039822,-0.0005590282380580902,-0.0005813426673051403
Symbolic,1175,SiLU/SwiGLU+Muon,0.038787707686424255,1.0395497717971398,0.03928187116980553,1.0400636062821824,-0.0004941634833812714,-0.000513834485042608
Symbolic,1200,SiLU/SwiGLU+Muon,0.03878448158502579,1.039546418109577,0.038805074989795685,1.0395678261301735,-2.059340476989746e-05,-2.1408020596469512e-05
Symbolic,1225,SiLU/SwiGLU+AdamW,0.038668885827064514,1.0394262578985787,0.038668885827064514,1.0394262578985787,0.0,0.0
Symbolic,1250,SiLU/SwiGLU+AdamW,0.038528937846422195,1.0392808024710933,0.038528937846422195,1.0392808024710933,0.0,0.0
Reasoning mix,25,RLB MatrixPolicy,7.372603893280029,1591.7731989430272,8.73669147491455,6227.25855066963,-1.3640875816345215,-4635.485351726602
Reasoning mix,50,RLB MatrixPolicy group-stat,3.815826416015625,45.414271960761255,6.429829120635986,620.0679821368474,-2.6140027046203613,-574.6537101760862
Reasoning mix,75,RLB MatrixPolicy,1.8752422332763672,6.522398871036598,3.1724095344543457,23.864918477215376,-1.2971673011779785,-17.342519606178776
Reasoning mix,100,RLB MatrixPolicy group-stat,1.0921356678009033,2.980632921708652,1.3971872329711914,4.043809660731133,-0.3050515651702881,-1.0631767390224813
Reasoning mix,125,RLB MatrixPolicy,0.8633098602294922,2.37099538401419,0.9694197177886963,2.6364141511582355,-0.1061098575592041,-0.26541876714404555
Reasoning mix,150,RLB MatrixPolicy,0.722287118434906,2.0591373200903873,0.8141327500343323,2.2572172516683007,-0.09184563159942627,-0.19807993157791337
Reasoning mix,175,RLB MatrixPolicy,0.5715519189834595,1.7710133891342854,0.7044806480407715,2.022795869076609,-0.132928729057312,-0.2517824799423234
Reasoning mix,200,RLB MatrixPolicy,0.4496142566204071,1.5677073361133025,0.5920813083648682,1.8077469815877816,-0.14246705174446106,-0.2400396454744791
Reasoning mix,225,RLB MatrixPolicy,0.3856491446495056,1.4705686234212458,0.4855967164039612,1.6251444699328115,-0.09994757175445557,-0.15457584651156564
Reasoning mix,250,RLB MatrixPolicy,0.3480527102947235,1.416306901726751,0.4196547865867615,1.5214362447525962,-0.07160207629203796,-0.10512934302584509
Reasoning mix,275,RLB MatrixPolicy,0.31980594992637634,1.3768605585183913,0.3779706656932831,1.459320134103505,-0.05816471576690674,-0.08245957558511363
Reasoning mix,300,RLB MatrixPolicy,0.2969672381877899,1.345771208822236,0.34944599866867065,1.4182816010101957,-0.05247876048088074,-0.07251039218795974
Reasoning mix,325,RLB MatrixPolicy,0.2792362868785858,1.3221197065030563,0.35313934087753296,1.4235294854624032,-0.07390305399894714,-0.10140977895934689
Reasoning mix,350,RLB MatrixPolicy,0.2611311078071594,1.2983978843743709,0.31179362535476685,1.3658727824299728,-0.05066251754760742,-0.06747489805560192
Reasoning mix,375,RLB MatrixPolicy,0.24822214245796204,1.2817446304737556,0.2919900715351105,1.339089722468,-0.04376792907714844,-0.057345091994244424
Reasoning mix,400,RLB MatrixPolicy group-stat,0.24056774377822876,1.2719710990386321,0.27461135387420654,1.3160191097366882,-0.03404361009597778,-0.044048010698056084
Reasoning mix,425,RLB MatrixPolicy group-stat,0.2314266860485077,1.2603969185117077,0.2573603391647339,1.2935111455176558,-0.025933653116226196,-0.03311422700594813
Reasoning mix,450,RLB MatrixPolicy group-stat,0.22346681356430054,1.2504041431312032,0.24271348118782043,1.2747033453029548,-0.019246667623519897,-0.024299202171751633
Reasoning mix,475,RLB MatrixPolicy group-stat,0.21276427805423737,1.2370930069007893,0.22711730003356934,1.254977068159039,-0.01435302197933197,-0.017884061258249817
Reasoning mix,500,RLB MatrixPolicy group-stat,0.20432528853416443,1.226697119070949,0.2182593047618866,1.2439095774798805,-0.013934016227722168,-0.017212458408931486
Reasoning mix,525,RLB MatrixPolicy group-stat,0.19810926914215088,1.2190955960740453,0.2100408971309662,1.2337285148816552,-0.011931627988815308,-0.014632918807609974
Reasoning mix,550,RLB MatrixPolicy group-stat,0.19235296547412872,1.2120982703100491,0.2036556601524353,1.2258759628296803,-0.01130269467830658,-0.013777692519631124
Reasoning mix,575,RLB MatrixPolicy group-stat,0.18764540553092957,1.2064056547229625,0.19913634657859802,1.2203483448785344,-0.011490941047668457,-0.013942690155571924
Reasoning mix,600,RLB MatrixPolicy group-stat,0.18346290290355682,1.2013703972315324,0.1943637728691101,1.2145380185853074,-0.010900869965553284,-0.013167621353775028
Reasoning mix,625,RLB MatrixPolicy group-stat,0.1789320707321167,1.1959395021137469,0.19033829867839813,1.2096587544026833,-0.011406227946281433,-0.013719252288936445
Reasoning mix,650,RLB MatrixPolicy group-stat,0.17632226645946503,1.1928224033693418,0.18730762600898743,1.2059982244123235,-0.0109853595495224,-0.013175821042981761
Reasoning mix,675,RLB MatrixPolicy group-stat,0.17306238412857056,1.1889402737734354,0.18348771333694458,1.2014002041215062,-0.010425329208374023,-0.012459930348070802
Reasoning mix,700,RLB MatrixPolicy group-stat,0.170948326587677,1.186429440580042,0.18063606321811676,1.1979791112848945,-0.009687736630439758,-0.011549670704852577
Reasoning mix,725,RLB MatrixPolicy group-stat,0.16751442849636078,1.1823623497727103,0.17608007788658142,1.192533550393623,-0.008565649390220642,-0.010171200620912701
Reasoning mix,750,RLB MatrixPolicy group-stat,0.16579775512218475,1.1803343610034236,0.17431454360485077,1.1904299490648496,-0.008516788482666016,-0.010095588061425964
Reasoning mix,775,RLB MatrixPolicy group-stat,0.163175567984581,1.1772433577894736,0.16965997219085693,1.1849018832226668,-0.00648440420627594,-0.00765852543319312
Reasoning mix,800,RLB MatrixPolicy group-stat,0.16209831833839417,1.1759758556295203,0.1684439480304718,1.1834618896159352,-0.006345629692077637,-0.007486033986414897
Reasoning mix,825,RLB MatrixPolicy group-stat,0.16035962104797363,1.173932966093637,0.16541220247745514,1.179879367686448,-0.005052581429481506,-0.0059464015928110125
Reasoning mix,850,RLB MatrixPolicy group-stat,0.1590004861354828,1.17233851659593,0.1630677729845047,1.177116463681029,-0.004067286849021912,-0.0047779470850990435
Reasoning mix,875,RLB MatrixPolicy group-stat,0.15634077787399292,1.1692245810737711,0.16035673022270203,1.1739295724634569,-0.0040159523487091064,-0.00470499138968572
Reasoning mix,900,RLB MatrixPolicy group-stat,0.15512901544570923,1.1678086167356556,0.1586601734161377,1.1719396227655259,-0.003531157970428467,-0.0041310060298702656
Reasoning mix,925,RLB MatrixPolicy group-stat,0.15370501577854156,1.16614684111888,0.15616868436336517,1.1690233824238896,-0.0024636685848236084,-0.0028765413050095834
Reasoning mix,950,RLB MatrixPolicy group-stat,0.1522056758403778,1.1643997006922373,0.15445731580257416,1.1670244634917541,-0.00225163996219635,-0.0026247627995168443
Reasoning mix,975,RLB MatrixPolicy group-stat,0.15159650146961212,1.1636905942439142,0.1541426181793213,1.166657261448651,-0.0025461167097091675,-0.002966667204736817
Reasoning mix,1000,RLB MatrixPolicy group-stat,0.1498681604862213,1.1616810771634891,0.1523895561695099,1.1646138305789755,-0.0025213956832885742,-0.0029327534154863777
Reasoning mix,1025,RLB MatrixPolicy group-stat,0.14894726872444153,1.1606117870555064,0.15131139755249023,1.163358868787538,-0.002364128828048706,-0.002747081732031642
Reasoning mix,1050,RLB MatrixPolicy group-stat,0.14810261130332947,1.1596318815970077,0.15036270022392273,1.162255716698013,-0.0022600889205932617,-0.0026238351010052785
Reasoning mix,1075,RLB MatrixPolicy group-stat,0.14746922254562378,1.1588976163623472,0.14909762144088745,1.1607863013094466,-0.0016283988952636719,-0.0018886849470993727
Reasoning mix,1100,RLB MatrixPolicy group-stat,0.14646942913532257,1.1577395371787293,0.1485280841588974,1.160125378462394,-0.002058655023574829,-0.0023858412836645915
Reasoning mix,1125,RLB MatrixPolicy group-stat,0.14557397365570068,1.1567032969889073,0.14769279956817627,1.1591567482077405,-0.002118825912475586,-0.0024534512188332247
Reasoning mix,1150,RLB MatrixPolicy group-stat,0.14497900009155273,1.1560152937977872,0.14724107086658478,1.1586332420852041,-0.0022620707750320435,-0.0026179482874169047
Reasoning mix,1175,RLB MatrixPolicy group-stat,0.1438850313425064,1.1547513406816123,0.1463698297739029,1.1576242328023525,-0.0024847984313964844,-0.002872892120740156
Reasoning mix,1200,RLB MatrixPolicy group-stat,0.14353661239147186,1.1543490735136082,0.1459701508283615,1.1571616472186699,-0.0024335384368896484,-0.002812573705061716
Reasoning mix,1225,RLB MatrixPolicy group-stat,0.14294864237308502,1.153670550362812,0.14517027139663696,1.156236427499321,-0.002221629023551941,-0.0025658771365091315
Reasoning mix,1250,RLB MatrixPolicy group-stat,0.14242887496948242,1.153071065825994,0.1445673406124115,1.1555395070818382,-0.002138465642929077,-0.0024684412558442226
