task,task_safe,method,step,loss,train_ppl,path
Code,synthetic_code,SiLU/SwiGLU+AdamW,120,0.7050595939159393,2.023967297465414,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,130,0.6785089254379273,1.9709367265295663,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,140,0.6540185272693634,1.923253969423728,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,150,0.6282384097576141,1.8743059103797286,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,160,0.5664609551429749,1.7620201355973262,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,170,0.5424889385700226,1.720283217435733,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,180,0.4950072914361954,1.6405102006888914,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,190,0.4280489534139633,1.534261186452218,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,200,0.36853459775447844,1.4456146547844284,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,210,0.3202826976776123,1.3775171301905287,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,220,0.2792282342910767,1.322109060061288,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,230,0.24725185781717302,1.2805015765010048,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,240,0.22701238244771957,1.254845405901715,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,250,0.21272831559181213,1.2370485187899678,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,260,0.19791396856307983,1.2188575292462402,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,270,0.18640487194061278,1.204909995884054,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,280,0.17668844908475875,1.1932592741908872,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,290,0.1733606442809105,1.1892949401694115,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,300,0.1659763604402542,1.18054519382477,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,310,0.16453500241041183,1.1788448312400686,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,320,0.1618667870759964,1.175703611972792,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,330,0.15899666547775268,1.1723340375002707,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,340,0.15581411570310594,1.1686089568448748,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,350,0.15455466210842134,1.1671380745418267,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,360,0.15087801814079285,1.1628548022393113,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,370,0.15007095336914061,1.1619166817068147,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,380,0.14791629016399382,1.1594158377910075,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,390,0.1458277851343155,1.1569969188237545,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,400,0.14459407180547715,1.1555703964443498,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,410,0.14355747103691102,1.1543731519227662,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,420,0.141814224421978,1.1523625478318653,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,430,0.2147839307785034,1.2395940299111763,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,440,0.15789406299591063,1.171042131441273,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,450,0.1485371395945549,1.160135883950679,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,460,0.13732185512781142,1.14719732044747,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,470,0.13575897067785264,1.1454057839412501,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,480,0.1342676967382431,1.1436989431452995,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,490,0.1326233148574829,1.1418198107552036,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,500,0.13359760940074922,1.1429328216784065,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,510,0.1315867558121681,1.1406368603071582,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,520,0.1305686801671982,1.1394761966218896,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,530,0.1305320605635643,1.1394344702192258,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,540,0.12828395515680313,1.1368757786079295,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,550,0.12613494396209718,1.134435243140981,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,560,0.12531112059950827,1.1335010537406986,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,570,0.12516742572188377,1.133338187147322,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,580,0.12304707914590836,1.1309376632734405,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,590,0.12082649767398834,1.1284291103064013,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,600,0.12013821825385093,1.1276527029959307,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,610,0.11820109263062477,1.1254704124187664,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,620,0.1153956912457943,1.1223174409083982,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,630,0.11419709101319313,1.120973036825149,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,640,0.11344208791851998,1.1201270181268563,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,650,0.11324493512511254,1.1199062037240648,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,660,0.11225007399916649,1.1187926066063636,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,670,0.1107097789645195,1.1170706624011066,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,680,0.10966498702764511,1.1159041654595219,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,690,0.10844128280878067,1.1145394639901713,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,700,0.10776542201638221,1.1137864449615624,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,710,0.10750143602490425,1.113492459748291,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,720,0.10619296729564667,1.1120364424687221,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,730,0.1060221403837204,1.111846492942013,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,740,0.10547191724181175,1.111234897543747,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,750,0.10408716648817062,1.1096971791060029,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,760,0.1025129459798336,1.1079516453366167,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,770,0.1014803908765316,1.106808214640204,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,780,0.10014369562268258,1.105329737709461,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,790,0.100178574770689,1.1053682913413334,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,800,0.0990882933139801,1.1041637855349402,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,810,0.09852170273661613,1.1035383539367465,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,820,0.09835095182061196,1.1033499398383637,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,830,0.0975794680416584,1.1024990515227389,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,840,0.09565187692642212,1.1003759310579295,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,850,0.09609170854091645,1.100860017630723,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,860,0.09544327035546303,1.1001464093488864,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,870,0.09546466171741486,1.1001699432306387,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,880,0.09496607780456542,1.099621552916198,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,890,0.09482937008142471,1.0994712364323287,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,900,0.09369414821267127,1.0982238008327188,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,910,0.09398545771837234,1.0985437704681238,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,920,0.09320213198661804,1.0976835898100632,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,930,0.09323355332016944,1.0977180810341498,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,940,0.09313961640000343,1.0976149696214672,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,950,0.09349322468042373,1.0980031639937657,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,960,0.0924327738583088,1.0968394028006403,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,970,0.09162420257925988,1.0959528884151413,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,980,0.09233422428369523,1.0967313150701623,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,990,0.09161382094025612,1.0959415106869483,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1000,0.09178988337516784,1.0961344818048249,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1010,0.09205770939588546,1.0964280944580571,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1020,0.09133557826280594,1.0956366154060928,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1030,0.09109801650047303,1.0953763649548622,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1040,0.09114079177379608,1.0954232209803973,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1050,0.09099921360611915,1.0952681439459604,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1060,0.09119914472103119,1.095487144018842,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1070,0.09067917540669442,1.0949176723864196,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1080,0.09053510874509811,1.0947599426147097,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1090,0.08986090421676636,1.094022099260577,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1100,0.08986686989665031,1.0940286258656748,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1110,0.08967351093888283,1.0938171060810913,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1120,0.08942760899662971,1.0935481673978638,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1130,0.09062322303652763,1.0948564108613918,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1140,0.0892886221408844,1.0933961891382058,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1150,0.0894503653049469,1.0935730528002696,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1160,0.08965060338377953,1.0937920496924523,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1170,0.0896574042737484,1.093799488477126,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1180,0.08953506797552109,1.0936656852813635,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1190,0.08893583863973617,1.0930105250344258,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1200,0.08953326418995858,1.0936637125447695,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1210,0.08848026543855667,1.0925126921388864,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1220,0.08850433081388473,1.092538984183236,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1230,0.08881824463605881,1.0928820011076952,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1240,0.08822887614369393,1.0922380806622198,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1250,0.08911895081400871,1.093210686893645,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/silu.jsonl
Code,synthetic_code,RLB+AdamW,1,10.876124382019043,52898.18895573478,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,10,9.955093277825249,21059.210099225,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,20,8.394071578979492,4420.780658203864,experiments/runs/synthetic_dense_curves_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_dense_curve/rlb_fused_fixed_strong_ffn.jsonl
