task,step,best_method,best_loss,best_ppl,silu_adamw_loss,silu_adamw_ppl,delta_loss_vs_silu_adamw,delta_ppl_vs_silu_adamw
Code,440,RLB MatrixPolicy,0.13016218096017837,1.1390130945832275,0.15789406299591063,1.171042131441273,-0.027731882035732264,-0.03202903685804537
Code,450,RLB MatrixPolicy,0.12856899052858353,1.1371998746053706,0.1485371395945549,1.160135883950679,-0.019968149065971358,-0.022936009345308372
Code,460,RLB MatrixPolicy,0.12800180166959763,1.136555050391896,0.13732185512781142,1.14719732044747,-0.009320053458213795,-0.010642270055573944
Code,470,RLB MatrixPolicy,0.1271507576107979,1.1355882034417928,0.13575897067785264,1.1454057839412501,-0.008608213067054754,-0.009817580499457357
Code,480,RLB MatrixPolicy,0.126078037917614,1.1343706887553562,0.1342676967382431,1.1436989431452995,-0.008189658820629109,-0.009328254389943336
Code,490,RLB MatrixPolicy,0.1251228094100952,1.1332876229054056,0.1326233148574829,1.1418198107552036,-0.007500505447387701,-0.008532187849797923
Code,500,RLB MatrixPolicy,0.1255261056125164,1.13374476567575,0.13359760940074922,1.1429328216784065,-0.00807150378823282,-0.009188056002656486
Code,510,RLB MatrixPolicy,0.12411015331745148,1.1321405731708263,0.1315867558121681,1.1406368603071582,-0.007476602494716628,-0.008496287136331881
Code,520,RLB MatrixPolicy,0.12387469485402107,1.1318740324719434,0.1305686801671982,1.1394761966218896,-0.006693985313177123,-0.007602164149946189
Code,530,RLB MatrixPolicy,0.12432227805256843,1.1323807536632364,0.1305320605635643,1.1394344702192258,-0.0062097825109958815,-0.007053716555989409
Code,540,RLB+AdamW,0.12213924005627633,1.1299114197572568,0.12828395515680313,1.1368757786079295,-0.006144715100526804,-0.006964358850672703
Code,550,RLB+Muon,0.1200677640736103,1.1275732579477957,0.12613494396209718,1.134435243140981,-0.006067179888486873,-0.0068619851931852605
Code,560,RLB+AdamW,0.1209404043853283,1.128557653276151,0.12531112059950827,1.1335010537406986,-0.004370716214179976,-0.004943400464547665
Code,570,RLB+AdamW,0.12051237896084785,1.1280747052719422,0.12516742572188377,1.133338187147322,-0.004655046761035925,-0.0052634818753798385
Code,580,RLB+AdamW,0.11890686824917793,1.1262650223704356,0.12304707914590836,1.1309376632734405,-0.004140210896730431,-0.004672640903004899
Code,590,RLB+AdamW,0.11646939516067505,1.123523124696312,0.12082649767398834,1.1284291103064013,-0.004357102513313296,-0.0049059856100892585
Code,600,RLB+AdamW,0.11590501591563225,1.122889210464252,0.12013821825385093,1.1276527029959307,-0.004233202338218681,-0.004763492531678626
Code,610,RLB+AdamW,0.11358115300536156,1.1202827995195312,0.11820109263062477,1.1254704124187664,-0.004619939625263206,-0.005187612899235194
Code,620,RLB+AdamW,0.11235099732875824,1.118905524579278,0.1153956912457943,1.1223174409083982,-0.0030446939170360593,-0.0034119163291201904
Code,630,RLB+AdamW,0.1120965026319027,1.1186208052883018,0.11419709101319313,1.120973036825149,-0.0021005883812904302,-0.0023522315368471602
Code,640,RLB+AdamW,0.11083792224526405,1.1172138166725434,0.11344208791851998,1.1201270181268563,-0.0026041656732559287,-0.0029132014543129525
Code,650,RLB+AdamW,0.11089974716305732,1.1172828904601353,0.11324493512511254,1.1199062037240648,-0.002345187962055212,-0.0026233132639295054
Code,660,RLB+AdamW,0.110473120957613,1.1168063299639968,0.11225007399916649,1.1187926066063636,-0.0017769530415534945,-0.0019862766423668354
Code,670,RLB+AdamW,0.10931774228811264,1.1155167408777107,0.1107097789645195,1.1170706624011066,-0.0013920366764068604,-0.0015539215233959514
Code,680,RLB+AdamW,0.10846083983778954,1.1145612612839446,0.10966498702764511,1.1159041654595219,-0.0012041471898555783,-0.001342904175577253
Code,690,RLB+AdamW,0.1067356064915657,1.1126400407829367,0.10844128280878067,1.1145394639901713,-0.0017056763172149658,-0.001899423207234685
Code,700,RLB+AdamW,0.10594399943947792,1.1117596156015848,0.10776542201638221,1.1137864449615624,-0.0018214225769042913,-0.0020268293599776666
Code,710,RLB+AdamW,0.10499954819679261,1.1107101085332023,0.10750143602490425,1.113492459748291,-0.002501887828111643,-0.00278235121508863
Code,720,RLB+AdamW,0.10379041135311126,1.109367919626879,0.10619296729564667,1.1120364424687221,-0.0024025559425354115,-0.0026685228418430462
Code,730,RLB+AdamW,0.10328414738178253,1.1088064287615145,0.1060221403837204,1.111846492942013,-0.0027379930019378745,-0.003040064180498625
Code,740,RLB+AdamW,0.10315144956111907,1.1086593023267748,0.10547191724181175,1.111234897543747,-0.0023204676806926755,-0.0025755952169721485
Code,750,RLB+AdamW,0.10125409513711929,1.1065577769944392,0.10408716648817062,1.1096971791060029,-0.0028330713510513333,-0.003139402111563605
Code,760,RLB+AdamW,0.10072902590036392,1.1059769100580719,0.1025129459798336,1.1079516453366167,-0.0017839200794696752,-0.001974735278544859
Code,770,RLB+AdamW,0.10073448941111565,1.1059829525913178,0.1014803908765316,1.106808214640204,-0.000745901465415949,-0.0008252620488862217
Code,780,RLB+AdamW,0.09981440529227256,1.1049658232349657,0.10014369562268258,1.105329737709461,-0.00032929033041001476,-0.00036391447449535264
Code,790,RLB+AdamW,0.10017343163490296,1.105362606296737,0.100178574770689,1.1053682913413334,-5.143135786048192e-06,-5.6850445964151675e-06
Code,800,SiLU/SwiGLU+AdamW,0.0990882933139801,1.1041637855349402,0.0990882933139801,1.1041637855349402,0.0,0.0
Code,810,SiLU/SwiGLU+AdamW,0.09852170273661613,1.1035383539367465,0.09852170273661613,1.1035383539367465,0.0,0.0
Code,820,SiLU/SwiGLU+AdamW,0.09835095182061196,1.1033499398383637,0.09835095182061196,1.1033499398383637,0.0,0.0
Code,830,SiLU/SwiGLU+AdamW,0.0975794680416584,1.1024990515227389,0.0975794680416584,1.1024990515227389,0.0,0.0
Code,840,SiLU/SwiGLU+AdamW,0.09565187692642212,1.1003759310579295,0.09565187692642212,1.1003759310579295,0.0,0.0
Code,850,SiLU/SwiGLU+AdamW,0.09609170854091645,1.100860017630723,0.09609170854091645,1.100860017630723,0.0,0.0
Code,860,SiLU/SwiGLU+AdamW,0.09544327035546303,1.1001464093488864,0.09544327035546303,1.1001464093488864,0.0,0.0
Code,870,SiLU/SwiGLU+AdamW,0.09546466171741486,1.1001699432306387,0.09546466171741486,1.1001699432306387,0.0,0.0
Code,880,SiLU/SwiGLU+AdamW,0.09496607780456542,1.099621552916198,0.09496607780456542,1.099621552916198,0.0,0.0
Code,890,SiLU/SwiGLU+AdamW,0.09482937008142471,1.0994712364323287,0.09482937008142471,1.0994712364323287,0.0,0.0
Code,900,SiLU/SwiGLU+AdamW,0.09369414821267127,1.0982238008327188,0.09369414821267127,1.0982238008327188,0.0,0.0
Code,910,SiLU/SwiGLU+AdamW,0.09398545771837234,1.0985437704681238,0.09398545771837234,1.0985437704681238,0.0,0.0
Code,920,SiLU/SwiGLU+AdamW,0.09320213198661804,1.0976835898100632,0.09320213198661804,1.0976835898100632,0.0,0.0
Code,930,SiLU/SwiGLU+AdamW,0.09323355332016944,1.0977180810341498,0.09323355332016944,1.0977180810341498,0.0,0.0
Code,940,SiLU/SwiGLU+AdamW,0.09313961640000343,1.0976149696214672,0.09313961640000343,1.0976149696214672,0.0,0.0
Code,950,SiLU/SwiGLU+AdamW,0.09349322468042373,1.0980031639937657,0.09349322468042373,1.0980031639937657,0.0,0.0
Code,960,SiLU/SwiGLU+AdamW,0.0924327738583088,1.0968394028006403,0.0924327738583088,1.0968394028006403,0.0,0.0
Code,970,SiLU/SwiGLU+AdamW,0.09162420257925988,1.0959528884151413,0.09162420257925988,1.0959528884151413,0.0,0.0
Code,980,SiLU/SwiGLU+AdamW,0.09233422428369523,1.0967313150701623,0.09233422428369523,1.0967313150701623,0.0,0.0
Code,990,SiLU/SwiGLU+AdamW,0.09161382094025612,1.0959415106869483,0.09161382094025612,1.0959415106869483,0.0,0.0
Code,1000,SiLU/SwiGLU+AdamW,0.09178988337516784,1.0961344818048249,0.09178988337516784,1.0961344818048249,0.0,0.0
Code,1010,SiLU/SwiGLU+AdamW,0.09205770939588546,1.0964280944580571,0.09205770939588546,1.0964280944580571,0.0,0.0
Code,1020,SiLU/SwiGLU+AdamW,0.09133557826280594,1.0956366154060928,0.09133557826280594,1.0956366154060928,0.0,0.0
Code,1030,SiLU/SwiGLU+AdamW,0.09109801650047303,1.0953763649548622,0.09109801650047303,1.0953763649548622,0.0,0.0
Code,1040,SiLU/SwiGLU+AdamW,0.09114079177379608,1.0954232209803973,0.09114079177379608,1.0954232209803973,0.0,0.0
Code,1050,SiLU/SwiGLU+AdamW,0.09099921360611915,1.0952681439459604,0.09099921360611915,1.0952681439459604,0.0,0.0
Code,1060,SiLU/SwiGLU+AdamW,0.09119914472103119,1.095487144018842,0.09119914472103119,1.095487144018842,0.0,0.0
Code,1070,SiLU/SwiGLU+AdamW,0.09067917540669442,1.0949176723864196,0.09067917540669442,1.0949176723864196,0.0,0.0
Code,1080,SiLU/SwiGLU+AdamW,0.09053510874509811,1.0947599426147097,0.09053510874509811,1.0947599426147097,0.0,0.0
Code,1090,SiLU/SwiGLU+AdamW,0.08986090421676636,1.094022099260577,0.08986090421676636,1.094022099260577,0.0,0.0
Code,1100,SiLU/SwiGLU+AdamW,0.08986686989665031,1.0940286258656748,0.08986686989665031,1.0940286258656748,0.0,0.0
Code,1110,SiLU/SwiGLU+AdamW,0.08967351093888283,1.0938171060810913,0.08967351093888283,1.0938171060810913,0.0,0.0
Code,1120,SiLU/SwiGLU+AdamW,0.08942760899662971,1.0935481673978638,0.08942760899662971,1.0935481673978638,0.0,0.0
Code,1130,SiLU/SwiGLU+AdamW,0.09062322303652763,1.0948564108613918,0.09062322303652763,1.0948564108613918,0.0,0.0
Code,1140,SiLU/SwiGLU+AdamW,0.0892886221408844,1.0933961891382058,0.0892886221408844,1.0933961891382058,0.0,0.0
Code,1150,SiLU/SwiGLU+AdamW,0.0894503653049469,1.0935730528002696,0.0894503653049469,1.0935730528002696,0.0,0.0
Code,1160,SiLU/SwiGLU+AdamW,0.08965060338377953,1.0937920496924523,0.08965060338377953,1.0937920496924523,0.0,0.0
Code,1170,SiLU/SwiGLU+AdamW,0.0896574042737484,1.093799488477126,0.0896574042737484,1.093799488477126,0.0,0.0
Code,1180,SiLU/SwiGLU+AdamW,0.08953506797552109,1.0936656852813635,0.08953506797552109,1.0936656852813635,0.0,0.0
Code,1190,SiLU/SwiGLU+AdamW,0.08893583863973617,1.0930105250344258,0.08893583863973617,1.0930105250344258,0.0,0.0
Code,1200,SiLU/SwiGLU+AdamW,0.08953326418995858,1.0936637125447695,0.08953326418995858,1.0936637125447695,0.0,0.0
Code,1210,SiLU/SwiGLU+AdamW,0.08848026543855667,1.0925126921388864,0.08848026543855667,1.0925126921388864,0.0,0.0
Code,1220,SiLU/SwiGLU+AdamW,0.08850433081388473,1.092538984183236,0.08850433081388473,1.092538984183236,0.0,0.0
Code,1230,SiLU/SwiGLU+AdamW,0.08881824463605881,1.0928820011076952,0.08881824463605881,1.0928820011076952,0.0,0.0
Code,1240,SiLU/SwiGLU+AdamW,0.08822887614369393,1.0922380806622198,0.08822887614369393,1.0922380806622198,0.0,0.0
Code,1250,SiLU/SwiGLU+AdamW,0.08911895081400871,1.093210686893645,0.08911895081400871,1.093210686893645,0.0,0.0
Symbolic,10,RLB MatrixPolicy,9.767559263441298,17458.104541365916,10.460992601182726,34926.20203642056,-0.6934333377414283,-17468.097495054644
Symbolic,20,RLB MatrixPolicy,7.569144821166992,1937.4826787101883,9.024060344696045,8300.411282753883,-1.4549155235290527,-6362.928604043695
Symbolic,30,RLB MatrixPolicy group-stat,4.7985540390014645,121.33484516006915,8.20718846321106,3667.2174417239567,-3.4086344242095947,-3545.8825965638875
Symbolic,40,RLB MatrixPolicy,3.1553881883621218,23.462143054786473,7.001598167419433,1098.3871630365074,-3.8462099790573117,-1074.9250199817209
Symbolic,50,RLB MatrixPolicy,2.076881778240204,7.9795480796892955,4.772438287734985,118.20711381664755,-2.6955565094947813,-110.22756573695825
Symbolic,60,RLB MatrixPolicy group-stat,1.4887068748474122,4.431361507379956,2.9033825397491455,18.23572422631424,-1.4146756649017334,-13.804362718934284
Symbolic,70,RLB MatrixPolicy,1.0565939366817474,2.8765565507064563,1.7678339004516601,5.858150271613541,-0.7112399637699127,-2.9815937209070844
Symbolic,80,RLB MatrixPolicy,0.7049660384654999,2.0237779531504594,1.1521133422851562,3.1648743098665397,-0.4471473038196563,-1.1410963567160803
Symbolic,90,RLB MatrixPolicy,0.5155996829271317,1.6746424552300274,0.7930983304977417,2.210233863452366,-0.27749864757061005,-0.5355914082223387
Symbolic,100,RLB MatrixPolicy,0.37815330028533933,1.4595866807804574,0.5795246541500092,1.7851896465430996,-0.20137135386466987,-0.32560296576264225
Symbolic,110,RLB MatrixPolicy,0.31361172497272494,1.3683583340194228,0.39181233048439024,1.4796599982688166,-0.0782006055116653,-0.1113016642493938
Symbolic,120,RLB MatrixPolicy,0.2913150578737259,1.338186123616609,0.3154957890510559,1.3709388389578285,-0.024180731177329995,-0.032752715341219485
Symbolic,130,RLB MatrixPolicy group-stat,0.2813353419303894,1.3248978232420292,0.29326471984386443,1.340797679208852,-0.011929377913475037,-0.015899855966822862
Symbolic,140,RLB MatrixPolicy,0.26840257942676543,1.3078735570323674,0.28027004599571226,1.323487166493924,-0.011867466568946827,-0.015613609461556655
Symbolic,150,RLB MatrixPolicy,0.22436199933290482,1.2515239882850773,0.27122114300727845,1.3115650817628344,-0.04685914367437363,-0.0600410934777571
Symbolic,160,RLB MatrixPolicy,0.15714099407196044,1.1701605879766033,0.26502878665924073,1.3034684977417756,-0.10788779258728029,-0.13330790976517237
Symbolic,170,RLB MatrixPolicy,0.0927549920976162,1.0971928814073826,0.27476649582386015,1.3162232953456214,-0.18201150372624395,-0.21903041393823885
Symbolic,180,RLB MatrixPolicy,0.06863005012273789,1.0710399047651764,0.23036391884088517,1.2590581215388965,-0.16173386871814727,-0.1880182167737201
Symbolic,190,RLB MatrixPolicy,0.06410558000206948,1.0662049627413208,0.18542570173740386,1.203730761348414,-0.12132012173533438,-0.13752579860709324
Symbolic,200,RLB MatrixPolicy,0.06160888597369194,1.0635462954981951,0.1460540696978569,1.157258758990626,-0.08444518372416496,-0.0937124634924309
Symbolic,210,RLB+AdamW,0.06705025359988212,1.069349215471951,0.12287894636392593,1.1307475315620001,-0.055828692764043814,-0.06139831609004909
Symbolic,220,RLB+AdamW,0.06097599230706692,1.0628733967427533,0.08573874533176422,1.0895216485029688,-0.024762753024697298,-0.02664825176021557
Symbolic,230,RLB+AdamW,0.055005619674921034,1.0565465521069728,0.07770496234297752,1.0808037338236485,-0.02269934266805649,-0.02425718171667568
Symbolic,240,RLB+AdamW,0.05448938012123108,1.0560012617487962,0.07515089213848114,1.0780468074006797,-0.020661512017250062,-0.022045545651883547
Symbolic,250,RLB MatrixPolicy,0.05923754759132862,1.0610272552750757,0.061828161031007765,1.0637795302434452,-0.002590613439679146,-0.0027522749683694947
Symbolic,260,RLB MatrixPolicy,0.05607766918838024,1.057679829680403,0.05870477110147476,1.060462115458343,-0.0026271019130945233,-0.002782285777939819
Symbolic,270,RLB+AdamW,0.05197093263268471,1.0533451240987366,0.05680505447089672,1.0584494502935475,-0.0048341218382120105,-0.0051043261948109375
Symbolic,280,RLB+AdamW,0.05015908479690552,1.0514383509283591,0.057753841206431386,1.0594541696490483,-0.007594756409525866,-0.008015818720689127
Symbolic,290,RLB+AdamW,0.048542243987321855,1.0497397160749367,0.0559144489467144,1.0575072090109745,-0.007372204959392545,-0.007767492936037845
Symbolic,300,RLB MatrixPolicy,0.04869777634739876,1.0499029972678697,0.05508147180080414,1.0566266964485655,-0.0063836954534053775,-0.006723699180695819
Symbolic,310,RLB MatrixPolicy group-stat,0.04790606014430523,1.0490721010136714,0.05432213470339775,1.0558246651444405,-0.006416074559092523,-0.006752564130769079
Symbolic,320,RLB MatrixPolicy,0.04666563719511032,1.0477716146475302,0.07590897269546985,1.0788643635724597,-0.029243335500359534,-0.031092748924929525
Symbolic,330,RLB MatrixPolicy,0.04613198079168797,1.0472126137865103,0.059004230052232744,1.060779727884325,-0.012872249260544776,-0.013567114097814637
Symbolic,340,RLB MatrixPolicy,0.04597741700708866,1.0470507651499346,0.05163139551877975,1.052987535046167,-0.005653978511691089,-0.0059367698962324855
Symbolic,350,RLB MatrixPolicy,0.04514944814145565,1.046184198510257,0.04772370979189873,1.0488808197869814,-0.0025742616504430826,-0.0026966212767245423
Symbolic,360,RLB MatrixPolicy,0.04519093930721283,1.046227606812774,0.047874489799141884,1.0490389819681338,-0.002683550491929053,-0.0028113751553597854
Symbolic,370,RLB MatrixPolicy,0.04455453455448151,1.0455619944132721,0.046695514023303984,1.0478029192076854,-0.002140979468822475,-0.0022409247944132904
Symbolic,380,RLB MatrixPolicy,0.044240820407867434,1.0452340382693932,0.0468939483165741,1.0480108598700415,-0.0026531279087066637,-0.0027768216006482938
Symbolic,390,RLB MatrixPolicy,0.04448937810957432,1.0454938715301325,0.04767736680805683,1.0488322126464067,-0.0031879886984825107,-0.0033383411162741794
Symbolic,400,RLB MatrixPolicy,0.044542473182082175,1.0455493835767429,0.047818055003881456,1.0489797813384696,-0.003275581821799281,-0.003430397761726711
Symbolic,410,RLB MatrixPolicy,0.04350246675312519,1.044462570740159,0.04665001295506954,1.0477552441402038,-0.003147546201944351,-0.00329267340004491
Symbolic,420,RLB MatrixPolicy,0.0437095794826746,1.0446789146371114,0.04685879610478878,1.0479740206178365,-0.003149216622114183,-0.0032951059807251326
Symbolic,430,RLB MatrixPolicy,0.044042802229523656,1.0450270834202795,0.05642888769507408,1.0580513716531326,-0.012386085465550423,-0.013024288232853065
Symbolic,440,RLB MatrixPolicy group-stat,0.043694494664669035,1.0446631559646684,0.04677693732082844,1.0478882382499548,-0.0030824426561594023,-0.003225082285286396
Symbolic,450,RLB MatrixPolicy,0.04352087900042534,1.0444818018203503,0.04598876759409905,1.0470626498581976,-0.002467888593673709,-0.0025808480378473053
Symbolic,460,RLB MatrixPolicy group-stat,0.043769702315330505,1.0447417255808422,0.045352347940206525,1.0463964906098748,-0.0015826456248760196,-0.0016547650290326121
Symbolic,470,RLB MatrixPolicy group-stat,0.04353812038898468,1.0444998102921839,0.045132231712341306,1.0461661871092092,-0.0015941113233566284,-0.0016663768170253057
Symbolic,480,RLB MatrixPolicy group-stat,0.043032224848866464,1.0439715361335398,0.04668693728744984,1.0477939325173584,-0.0036547124385833754,-0.003822396383818649
Symbolic,490,SiLU/SwiGLU+Muon,0.04245200864970684,1.043365982629778,0.045199813693761824,1.046236891482173,-0.002747805044054981,-0.0028709088523948267
Symbolic,500,SiLU/SwiGLU+Muon,0.04293783269822597,1.04387299806572,0.04982222951948643,1.0510842280184023,-0.0068843968212604564,-0.007211229952682308
Symbolic,510,SiLU/SwiGLU+Muon,0.04188966490328312,1.0427794172353633,0.047014696151018144,1.048137412552172,-0.005125031247735022,-0.005357995316808806
Symbolic,520,SiLU/SwiGLU+Muon,0.04176212996244431,1.0426464349042053,0.045328538864851,1.0463715771735622,-0.003566408902406691,-0.0037251422693569403
Symbolic,530,SiLU/SwiGLU+Muon,0.041320521384477615,1.0421860949472832,0.04444786533713341,1.045450471081798,-0.0031273439526557922,-0.0032643761345148015
Symbolic,540,SiLU/SwiGLU+Muon,0.042107238247990605,1.043006322924383,0.05047063641250134,1.0517659792792111,-0.008363398164510732,-0.008759656354828227
Symbolic,550,SiLU/SwiGLU+Muon,0.04167007990181446,1.0425504636538043,0.048728639632463454,1.0499354012234083,-0.007058559730648992,-0.007384937569604011
Symbolic,560,SiLU/SwiGLU+Muon,0.041391026601195334,1.0422595770941747,0.044842416793107985,1.0458630364710981,-0.003451390191912651,-0.0036034593769234124
Symbolic,570,SiLU/SwiGLU+Muon,0.04134645015001297,1.0422131178965177,0.04412317574024201,1.0451110792912461,-0.00277672559022904,-0.002897961394728421
Symbolic,580,SiLU/SwiGLU+Muon,0.041305236890912055,1.0421701657823559,0.043819199129939077,1.0447934382481427,-0.002513962239027022,-0.0026232724657868633
Symbolic,590,SiLU/SwiGLU+Muon,0.040884102880954745,1.041731364884858,0.04390707090497017,1.04488525013588,-0.0030229680240154225,-0.003153885251022004
Symbolic,600,SiLU/SwiGLU+Muon,0.041496049612760544,1.0423690440819695,0.044202928245067594,1.0451944328414235,-0.00270687863230705,-0.0028253887594540394
Symbolic,610,SiLU/SwiGLU+Muon,0.041056984663009645,1.04191147682823,0.0443351399153471,1.0453326288785194,-0.0032781552523374544,-0.0034211520502893666
Symbolic,620,SiLU/SwiGLU+Muon,0.04099822491407394,1.0418502561701113,0.04425872713327408,1.0452527551558808,-0.0032605022192001357,-0.0034024989857694976
Symbolic,630,SiLU/SwiGLU+Muon,0.04107149168848991,1.0419265919742102,0.04417132176458836,1.0451613984460382,-0.003099830076098445,-0.0032348064718279446
Symbolic,640,SiLU/SwiGLU+Muon,0.04107158072292805,1.0419266847415631,0.04450551494956016,1.0455107426335664,-0.0034339342266321154,-0.003584057892003223
Symbolic,650,SiLU/SwiGLU+Muon,0.04093351997435093,1.041782845493011,0.044741617515683174,1.0457576195458007,-0.0038080975413322463,-0.003974774052789787
Symbolic,660,SiLU/SwiGLU+Muon,0.04060318470001221,1.0414387647050831,0.04367755576968193,1.0446454606750424,-0.0030743710696697207,-0.003206695969959261
