task,task_safe,method,step,loss,train_ppl,path
Code,synthetic_code,SiLU/SwiGLU+AdamW,1200,0.08988630272448063,1.0940498861421757,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+AdamW,1250,0.08889635413885116,1.0929673689113875,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,RLB+AdamW,1,10.876124382019043,52898.18895573478,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,100,4.2627892482160314,71.00776577807324,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,200,0.5095602668821811,1.6645590722377543,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,300,0.18461065828800202,1.2027500681845922,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,400,0.16233340829610823,1.176252348242738,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,500,0.14124492317438125,1.1517066931028723,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,600,0.12307313658297062,1.1309671329943736,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,700,0.11154228173196316,1.1180010140254042,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,800,0.10278062701225281,1.1082482626745576,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,900,0.0977059007436037,1.1026384522689359,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,1000,0.09445013590157032,1.0990543584119,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,1100,0.09197323761880398,1.096335481140137,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,1200,0.09053558684885502,1.0947604660236763,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,1250,0.08946240469813346,1.093586218835486,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,1,10.890015602111816,53638.136831736076,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,100,8.550478672740436,5169.228203694265,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,200,1.3563989645242691,3.8821882030580475,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,300,0.32419117957353594,1.3829116663112389,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,400,0.17676665544509887,1.1933525983048858,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,500,0.14237507805228233,1.1530090358258662,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,600,0.12350558489561081,1.1314563235898885,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,700,0.11355351254343987,1.120251834813411,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,800,0.10691764213144779,1.1128425993606,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,900,0.10154588960111141,1.1068807115408188,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,1000,0.09753695450723171,1.102452181387671,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,1100,0.0948326175659895,1.099474806953996,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,1200,0.09313729546964168,1.0976124221365149,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,SiLU/SwiGLU+Muon,1250,0.09170167490839959,1.0960377977270528,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/silu.jsonl
Code,synthetic_code,RLB+Muon,1,10.876124382019043,52898.18895573478,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,100,7.492664210724108,1794.827526380748,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,200,1.0269458729028702,2.792524074083332,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,300,0.2632107722759247,1.301100926056474,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,400,0.16798009783029555,1.182913067876913,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,500,0.13744921810925007,1.1473434402234282,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,600,0.12137672364711762,1.129050172158239,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,700,0.11308917716145515,1.1197317829983466,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,800,0.10693329729139806,1.112860021225863,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,900,0.10217345476150513,1.1075755693235563,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,1000,0.09873568750917912,1.1037745196074555,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,1100,0.09597081959247589,1.1007269438645473,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,1200,0.09410663828253746,1.098676900688224,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,1250,0.09253586441278458,1.0969524824114658,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_muon_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,1,10.876124382019043,52898.18895573478,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,100,3.8230963897223424,45.745635566728296,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,200,0.450799366235733,1.5695663424969386,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,300,0.16950519368052483,1.1847185000665437,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,400,0.14417027726769446,1.1550807757789232,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,500,0.13001471653580665,1.1388451430566249,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,600,0.21532991990447045,1.2402710195697997,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,700,0.1216759068518877,1.1293880155431049,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,800,0.11566628888249397,1.1226211784490119,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,900,0.10813887372612953,1.1142024680911662,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,1000,0.10367713890969753,1.1092422659286632,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,1100,0.10128538399934768,1.106592400469933,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,1200,0.09929449640214444,1.1043914909933343,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,1250,0.09735039949417114,1.1022465325895772,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,1,10.876124382019043,52898.18895573478,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,100,3.7959357963667975,44.51987845876077,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,200,0.4321696726977825,1.540596490149078,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,300,0.16816033840179442,1.1831262960199045,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,400,0.14270401865243912,1.153388369695832,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,500,0.2120869217813015,1.2362553379245553,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,600,0.14225525602698327,1.1528708882247334,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,700,0.12209026910364627,1.1298560882734725,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,800,0.11589554183185101,1.1228785721681893,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,900,0.108439532071352,1.114537512725924,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,1000,0.10441167064011098,1.11005733888153,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,1100,0.10180312119424344,1.1071654728528884,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,1200,0.0998320347070694,1.1049853033075105,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy group-stat,1250,0.09823460087180137,1.1032215714940277,experiments/runs/synthetic_fair_full_20260529/synthetic_code/synthetic_code_matrix_policy_groupstat_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,1,10.983257293701172,58880.03181277921,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,100,4.605908940536807,100.07390274950666,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,200,0.29706940457224845,1.3459087084247487,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,300,0.08916661895811558,1.0932627994602517,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,400,0.049531470760703085,1.050778660498256,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,500,0.04711706131696701,1.0482447108040531,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,600,0.04482265181839466,1.0458423652189128,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,700,0.044599812999367716,1.0456093369062003,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,800,0.04316627264022827,1.0441114875920856,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,900,0.042642393037676814,1.0435646421340439,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,1000,0.04171879265457392,1.0426012503937505,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,1100,0.0409778255969286,1.04182900335309,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,1200,0.04055854544043541,1.0413922766873354,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+AdamW,1250,0.04043467134237289,1.0412632831479756,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,1,11.061967849731445,63701.78414549005,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,100,3.793353572337314,44.40506645776486,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,200,0.21493256952613593,1.2397782953095047,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,300,0.059107770323753354,1.0608895669916611,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,400,0.04818368546664715,1.049363390426663,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,500,0.044217134974896904,1.0452092817418268,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,600,0.04266802359372377,1.0435913896188675,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,700,0.04147707302123308,1.0423492636580822,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,800,0.04060478836297989,1.0414404348232025,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,900,0.0402752148732543,1.0410972602184887,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,1000,0.03990096379071474,1.0407077013427855,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,1100,0.03968551844358444,1.0404835098621812,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,1200,0.039399307519197464,1.040185754727433,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,RLB+AdamW,1250,0.03925931476056576,1.0400401464464295,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_adamw_controls_20260529_fair_full/rlb_fused_fixed_strong_ffn.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+Muon,1,10.983257293701172,58880.03181277921,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_muon_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+Muon,100,8.35682207646996,4259.138021718986,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_muon_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+Muon,200,0.6328990352153778,1.883061736184524,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_muon_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+Muon,300,0.07073786649852991,1.0732998411443007,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_muon_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+Muon,400,0.04956652160733938,1.0508154918254147,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_muon_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+Muon,500,0.044400261603295806,1.0454007049203693,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_muon_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+Muon,600,0.043447225131094454,1.0444048745272319,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_muon_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+Muon,700,0.041700761392712594,1.0425824511470752,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_muon_controls_20260529_fair_full/silu.jsonl
Symbolic,synthetic_symbolic,SiLU/SwiGLU+Muon,800,0.0403352739661932,1.0411597894533045,experiments/runs/synthetic_fair_full_20260529/synthetic_symbolic/synthetic_symbolic_muon_controls_20260529_fair_full/silu.jsonl
